"","Site","Date","Location.x","Ca","Cr","Cu","Fe","Mg","Mn","Na","Ni","Pb","V","Zn","date","year","ID","ID4RanEf","Location.y","StreetName","Zone","RoadType","RoadSurface","LandCoverCode","PercTree","PercPaved","LandCoverName","LandCoverCategory","LandCoverDefinition","LandUse","LandOwnership","LandUseIntensity","LandUseCat","good","bad","good2bad"
"47","KNA1009","8/10/2011","5",5549.286565,25.84482637,12.19949802,12896.65829,4280.607433,330.9579222,845.5710007,17.46032398,24.71437736,32.37658047,44.39054641,2011-08-10,"2011","KNA1009_5","KNA1009_5_2011",5,"KENAI SPUR HWY","NIKISKI","State Highway","Paved",41,58,0," Deciduous Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species shed foliage simultaneously in response to seasonal change.  ","100 Residential Vacant","State","1","Residential Institutional",0.171255536870108,0.479375592148552,-0.308120055278444
"48","KNA1009","8/10/2011","50",3316.516356,11.85930061,8.862211346,10693.50541,1255.135604,101.3745894,563.3155611,5.689651195,5.13559725,34.53320852,22.29998929,2011-08-10,"2011","KNA1009_50","KNA1009_50_2011",50,"KENAI SPUR HWY","NIKISKI","State Highway","Paved",41,58,0," Deciduous Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species shed foliage simultaneously in response to seasonal change.  ","100 Residential Vacant","State","1","Residential Institutional",-0.828055616513962,-0.239221333567432,-0.588834282946531
"49","KNA1017","7/10/2012","5",5214.962723,38.39960851,18.47874643,21747.37096,8396.72595,389.4921291,466.5124657,23.79293628,18.4854192,44.15691965,84.82501667,2012-07-10,"2012","KNA1017_5","KNA1017_5_2012",5,"STERLING HWY","REMOTE","State Highway","Paved",43,60,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.449094399986349,0.735776999064874,-0.286682599078525
"50","KNA1017","7/10/2012","50",7900.665368,14.6376799,10.3642005,7876.578871,2335.288925,104.3968788,410.9372472,7.666057379,4.298452514,19.32149593,20.39624772,2012-07-10,"2012","KNA1017_50","KNA1017_50_2012",50,"STERLING HWY","REMOTE","State Highway","Paved",43,66,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.155050971052442,-0.343825049875308,0.49887602092775
"51","KNA1017","8/24/2011","5",6718.365035,38.99902635,6.629531971,21315.11051,9410.044087,411.3796059,466.6242822,23.37469461,18.77885574,45.28712709,83.15751127,2011-08-24,"2011","KNA1017_5","KNA1017_5_2011",5,"STERLING HWY","REMOTE","State Highway","Paved",43,60,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.703380144109966,0.598431393292492,0.104948750817474
"52","KNA1017","8/24/2011","50",15393.84585,18.21382762,0.695383303,7602.999647,3085.898415,134.9305645,554.0645677,8.309102003,6.658650156,24.25439478,39.83197943,2011-08-24,"2011","KNA1017_50","KNA1017_50_2011",50,"STERLING HWY","REMOTE","State Highway","Paved",43,66,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.814302749464097,-0.462083306574929,1.27638605603903
"53","KNA1021","7/19/2012","5",135479.7587,709.0071635,333.1272253,383056.9674,133488.6005,7409.758014,10328.66004,393.0176301,513.4372863,1015.692516,1040.37011,2012-07-19,"2012","KNA1021_5","KNA1021_5_2012",5,"STERLING HWY","STERLING","State Highway","Paved",22,12,40," Developed, Low Intensity ","Developed","Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20 to 49 percent of total cover. These areas most commonly include single family housing units.  ","500 Road Right of Way","StateDOT","3","RoadROW",4.34972957339066,3.97024994680295,0.379479626587708
"54","KNA1021","7/19/2012","50",6290.52241,35.7772282,7.339666602,21410.188705,7555.014327,370.7122498,441.5461741,19.301748695,12.487884255,59.174138725,56.54139961,2012-07-19,"2012","KNA1021_50","KNA1021_50_2012",50,"STERLING HWY","STERLING","State Highway","Paved",22,11,34," Developed, Low Intensity ","Developed","Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20 to 49 percent of total cover. These areas most commonly include single family housing units.  ","100 Residential Vacant","Native","1","Residential Institutional",0.545220262843548,0.503723984221997,0.0414962786215514
"55","KNA1021","8/24/2011","5",6755.524345,35.24224546,4.397461814,16890.69401,6369.856632,289.3367842,463.0580062,17.86784052,31.39603359,41.60600038,54.03924902,2011-08-24,"2011","KNA1021_5","KNA1021_5_2011",5,"STERLING HWY","STERLING","State Highway","Paved",22,12,40," Developed, Low Intensity ","Developed","Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20 to 49 percent of total cover. These areas most commonly include single family housing units.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.518526564504903,0.409923057946036,0.108603506558868
"56","KNA1021","8/24/2011","50",6593.113999,34.71676327,4.810809884,18567.38091,6447.109403,317.6240113,594.5749299,16.55201882,9.412323034,54.42648386,43.66872598,2011-08-24,"2011","KNA1021_50","KNA1021_50_2011",50,"STERLING HWY","STERLING","State Highway","Paved",22,11,34," Developed, Low Intensity ","Developed","Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20 to 49 percent of total cover. These areas most commonly include single family housing units.  ","100 Residential Vacant","Native","1","Residential Institutional",0.505249912515054,0.344290789287288,0.160959123227765
"57","KNA1024","7/10/2012","5",7037.199105,49.96758309,18.2039111,26293.57071,10776.4788,493.5849514,719.4481622,28.686189,33.49745374,56.5723918,79.80439993,2012-07-10,"2012","KNA1024_5","KNA1024_5_2012",5,"STERLING HWY","REMOTE","State Highway","Paved",52,28,0," Shrub/Scrub ","Shrub"," Areas dominated by shrubs less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation. This class includes true shrubs, young trees in an early successional stage or trees stunted from environmental conditions.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.805552007398178,0.974259113653698,-0.168707106255519
"58","KNA1024","7/10/2012","50",8520.475219,41.8711459,13.77756841,22175.95647,9154.707905,547.6138683,285.0643235,24.94423895,11.22351378,52.79979716,54.65412184,2012-07-10,"2012","KNA1024_50","KNA1024_50_2012",50,"STERLING HWY","REMOTE","State Highway","Paved",52,54,0," Shrub/Scrub ","Shrub"," Areas dominated by shrubs less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation. This class includes true shrubs, young trees in an early successional stage or trees stunted from environmental conditions.  ","850 General Institutional","Federal","2","Residential Institutional",0.876761431004454,0.609071251707863,0.267690179296591
"59","KNA1024","8/16/2011","5",6098.113782,48.20830521,22.87493049,24732.90726,10777.3801,437.3305312,286.3502222,26.22005267,35.79987513,45.67050881,69.95243648,2011-08-16,"2011","KNA1024_5","KNA1024_5_2011",5,"STERLING HWY","REMOTE","State Highway","Paved",52,28,0," Shrub/Scrub ","Shrub"," Areas dominated by shrubs less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation. This class includes true shrubs, young trees in an early successional stage or trees stunted from environmental conditions.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.693046912458011,0.826110948178525,-0.133064035720514
"60","KNA1024","8/16/2011","50",9510.524727,23.45676649,14.884820135,13539.627565,5632.7439915,570.23190145,137.95945475,19.905887715,13.241332095,25.922977195,38.170501795,2011-08-16,"2011","KNA1024_50","KNA1024_50_2011",50,"STERLING HWY","REMOTE","State Highway","Paved",52,54,0," Shrub/Scrub ","Shrub"," Areas dominated by shrubs less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation. This class includes true shrubs, young trees in an early successional stage or trees stunted from environmental conditions.  ","850 General Institutional","Federal","2","Residential Institutional",0.727661674562017,0.263230985082129,0.464430689479888
"61","KNA1062","7/16/2012","5",6398.916724,36.35660591,9.043533884,19851.80137,6846.691817,362.199954,403.3237113,19.67879266,5.170362119,54.74356496,67.40557936,2012-07-16,"2012","KNA1062_5","KNA1062_5_2012",5,"SKI HILL RD","REMOTE","Town Medium Volume","Unknown",52,15,0," Shrub/Scrub ","Shrub"," Areas dominated by shrubs less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation. This class includes true shrubs, young trees in an early successional stage or trees stunted from environmental conditions.  ","850 General Institutional","Federal","2","Residential Institutional",0.510913519776558,0.433253258941697,0.077660260834861
"62","KNA1062","7/16/2012","50",7065.505865,17.06279221,13.25091555,13401.09945,2273.125719,1294.54898,1404.943635,8.383342116,4.64654213,52.21675751,82.8705344,2012-07-16,"2012","KNA1062_50","KNA1062_50_2012",50,"SKI HILL RD","REMOTE","Town Medium Volume","Unknown",52,53,0," Shrub/Scrub ","Shrub"," Areas dominated by shrubs less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation. This class includes true shrubs, young trees in an early successional stage or trees stunted from environmental conditions.  ","850 General Institutional","Federal","2","Residential Institutional",0.0541824241148389,0.571280166461588,-0.517097742346749
"63","KNA1062","8/9/2011","5",4677.499888,22.28493825,13.86185501,17558.50712,5503.438814,353.9571784,137.95945475,15.84681959,4.841842268,44.62981471,41.17625483,2011-08-09,"2011","KNA1062_5","KNA1062_5_2011",5,"SKI HILL RD","REMOTE","Town Medium Volume","Unknown",52,15,0," Shrub/Scrub ","Shrub"," Areas dominated by shrubs less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation. This class includes true shrubs, young trees in an early successional stage or trees stunted from environmental conditions.  ","850 General Institutional","Federal","2","Residential Institutional",0.158795461180003,0.174389351729633,-0.0155938905496297
"64","KNA1062","8/9/2011","50",7016.781732,9.8431138065,11.77473055,9786.450242,1799.776956,1798.7506385,707.0021258,6.5798343495,4.51900985,31.87035524,83.35083794,2011-08-09,"2011","KNA1062_50","KNA1062_50_2011",50,"SKI HILL RD","REMOTE","Town Medium Volume","Unknown",52,53,0," Shrub/Scrub ","Shrub"," Areas dominated by shrubs less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation. This class includes true shrubs, young trees in an early successional stage or trees stunted from environmental conditions.  ","850 General Institutional","Federal","2","Residential Institutional",-0.0644634847882283,0.32196826273149,-0.386431747519718
"65","KNA1081","7/12/2012","5",6288.559435,24.65650182,17.55438387,20042.82326,4335.182268,1092.448135,324.7483369,11.6901847,6.459953719,61.56043959,38.28766382,2012-07-12,"2012","KNA1081_5","KNA1081_5_2012",5,"UPPER SKILAK LAKE RD","REMOTE","Town Medium Volume","Unknown",42,54,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","100 Residential Vacant","Federal","1","Residential Institutional",0.275667742174875,0.505835669515859,-0.230167927340984
"66","KNA1081","7/12/2012","50",3809.108535,18.215795925,3.4741599495,10055.9566295,1270.8315865,111.70338324,780.2660758,3.296618613,7.0703740415,60.04352782,49.40541075,2012-07-12,"2012","KNA1081_50","KNA1081_50_2012",50,"UPPER SKILAK LAKE RD","REMOTE","Town Medium Volume","Unknown",42,48,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.713217126855801,-0.125755550626964,-0.587461576228836
"67","KNA1081","8/24/2011","5",6857.117235,25.70667691,4.297557518,19001.46965,4840.906439,466.5428805,775.8027764,10.07477113,6.97705493,66.24831992,42.09424665,2011-08-24,"2011","KNA1081_5","KNA1081_5_2011",5,"UPPER SKILAK LAKE RD","REMOTE","Town Medium Volume","Unknown",42,54,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","100 Residential Vacant","Federal","1","Residential Institutional",0.397176904960585,0.313906375143672,0.0832705298169131
"68","KNA1081","8/24/2011","50",4557.415027,18.31995949,2.757360555,11365.99471,1635.371709,110.9614886,864.2452219,4.214179019,5.819926117,54.26613826,21.57271179,2011-08-24,"2011","KNA1081_50","KNA1081_50_2011",50,"UPPER SKILAK LAKE RD","REMOTE","Town Medium Volume","Unknown",42,48,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.450004278163778,-0.250045320555221,-0.199958957608557
"69","KNA1084","7/12/2012","5",8677.675115,28.76893295,14.196778687,15429.5048825,4444.0750481,274.0629605,372.153655,14.809713248,6.661737809,43.27575922,28.957911096,2012-07-12,"2012","KNA1084_5","KNA1084_5_2012",5,"MYSTERY CREEK RD","REMOTE","Private Road","Unknown",43,28,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",0.540729092507515,0.244141920322726,0.296587172184789
"70","KNA1084","7/12/2012","50",26806.09651,25.14666616,8.551665102,10010.27563,1962.203877,443.2667817,1179.016975,12.49682345,2.964535907,47.27764086,50.21712088,2012-07-12,"2012","KNA1084_50","KNA1084_50_2012",50,"MYSTERY CREEK RD","REMOTE","Private Road","Unknown",43,16,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",1.03060973212279,0.271700121153855,0.75890961096893
"71","KNA1084","8/9/2011","5",3829.767435,42.41037127,18.97089576,26937.70688,9932.208871,386.6979783,137.95945475,25.88572776,25.57866966,56.81623995,54.50794042,2011-08-09,"2011","KNA1084_5","KNA1084_5_2011",5,"MYSTERY CREEK RD","REMOTE","Private Road","Unknown",43,28,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",0.287932687307607,0.656674509367951,-0.368741822060344
"72","KNA1084","8/9/2011","50",35732.21107,23.41354464,9.599614341,6516.079176,1571.641716,238.5555451,309.8432082,9.628202353,2.783331181,30.06934663,11.69453272,2011-08-09,"2011","KNA1084_50","KNA1084_50_2011",50,"MYSTERY CREEK RD","REMOTE","Private Road","Unknown",43,16,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",1.14884611614849,-0.298505334159947,1.44735145030844
"73","KNA111","7/12/2012","50",5393.464238,28.93024869,6.294756906,20220.64868,4598.564669,202.8336561,803.7471622,13.06549041,5.410621727,64.58079095,62.9992122,2012-07-12,"2012","KNA111_50","KNA111_50_2012",50,"STERLING HWY","STERLING","State Highway","Paved",22,12,27," Developed, Low Intensity ","Developed","Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20 to 49 percent of total cover. These areas most commonly include single family housing units.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.183614756044836,0.340409790092814,-0.156795034047977
"74","KNA111","8/11/2011","5",4257.682545,35.22897224,17.12049641,18075.8279,7637.374043,272.5170728,137.95945475,19.50245829,11.61896527,43.77020091,53.47481473,2011-08-11,"2011","KNA111_5","KNA111_5_2011",5,"SKILAK LAKE RD","REMOTE","Town Major Collector","Unknown",21,34,18," Developed, Open Space ","Developed"," Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large lot single family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes  ","500 Road Right of Way","StateDOT","3","RoadROW",0.243778179517858,0.373248031266816,-0.129469851748958
"75","KNA111","8/11/2011","50",4462.200626,23.01846894,10.76722699,16780.85529,4815.66534,194.523287,137.95945475,11.57841747,4.145775303,45.15506486,27.87366631,2011-08-11,"2011","KNA111_50","KNA111_50_2011",50,"STERLING HWY","STERLING","State Highway","Paved",22,12,27," Developed, Low Intensity ","Developed","Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20 to 49 percent of total cover. These areas most commonly include single family housing units.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.0570423312956516,-0.0387002892871191,0.0957426205827707
"76","KNA111","8/18/2010","0",5063.950582,33.06916503,16.44417918,24134.80273,9082.564137,426.902115,35.277864835,22.3197131,6.322444337,42.34761832,55.71560592,2010-08-18,"2010","KNA111_0","KNA111_0_2010",0,"SKILAK LAKE RD","REMOTE","Town Major Collector","Unknown",21,34,18," Developed, Open Space ","Developed"," Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large lot single family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes  ","500 Road Right of Way","StateDOT","3","RoadROW",0.464072313023259,0.252502953016327,0.211569360006932
"77","KNA111","8/18/2010","10",6061.26779,25.66807694,19.29822572,14809.90958,4460.215206,212.1091282,914.0623048,16.3729026,9.434631933,48.15113,40.64781604,2010-08-18,"2010","KNA111_10","KNA111_10_2010",10,"SKILAK LAKE RD","REMOTE","Town Major Collector","Unknown",41,28,0," Deciduous Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species shed foliage simultaneously in response to seasonal change.  ","100 Residential Vacant","Federal","1","Residential Institutional",0.260527194070764,0.446005223337446,-0.185478029266683
"78","KNA111","8/18/2010","20",6731.936591,17.60030553,19.37675447,15836.03605,2615.365172,183.8569008,1141.879337,13.00196078,11.19521635,38.10282145,22.45979838,2010-08-18,"2010","KNA111_20","KNA111_20_2010",20,"SKILAK LAKE RD","REMOTE","Town Major Collector","Unknown",41,43,0," Deciduous Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species shed foliage simultaneously in response to seasonal change.  ","100 Residential Vacant","Federal","1","Residential Institutional",0.084180244544516,0.305304092507603,-0.221123847963087
"79","KNA111","8/18/2010","40",583.3171293,3.028520883,1.712362903,1640.065388,430.8533679,19.79367685,21.51022965,0.2927099465,0.079730412,3.895777484,2.991274751,2010-08-18,"2010","KNA111_40","KNA111_40_2010",40,"SKILAK LAKE RD","REMOTE","Town Major Collector","Unknown",41,43,0," Deciduous Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species shed foliage simultaneously in response to seasonal change.  ","100 Residential Vacant","Federal","1","Residential Institutional",-2.71208042542432,-2.75977072205793,0.0476902966336121
"80","KNA111","8/18/2010","5",4836.478202,38.1491282,20.37194644,22983.65421,9033.654048,374.9456716,367.5876105,25.38097796,13.43886869,58.30357849,64.09473368,2010-08-18,"2010","KNA111_5","KNA111_5_2010",5,"SKILAK LAKE RD","REMOTE","Town Major Collector","Unknown",21,34,18," Developed, Open Space ","Developed"," Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large lot single family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes  ","500 Road Right of Way","StateDOT","3","RoadROW",0.425340497047892,0.695425262506668,-0.270084765458776
"81","KNA111","8/18/2010","80",4389.33474,17.25675447,9.974883215,13009.43982,2071.536487,136.8246222,1184.156374,7.722406914,5.706534644,49.43021966,36.13135186,2010-08-18,"2010","KNA111_80","KNA111_80_2010",80,"SKILAK LAKE RD","REMOTE","Town Major Collector","Unknown",41,47,0," Deciduous Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species shed foliage simultaneously in response to seasonal change.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.364903884535708,0.122568860719994,-0.487472745255702
"82","KNA111-19","7/19/2012","5",2580.772912,16.70682943,13.51619797,10293.40596,2747.377647,170.2508829,191.4545831,13.57321276,3.973106524,24.04269826,29.58280793,2012-07-19,"2012","KNA111-19_5","KNA111-19_5_2012",5,"SWANSON OIL FIELDS","SWANSON RIVER","Oil Field","Gravel",21,31,13," Developed, Open Space ","Developed"," Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large lot single family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes  ","750 General Industrial","Federal","2","Industrial",-0.645315017829882,-0.151141032670546,-0.494173985159336
"83","KNA111-19","7/19/2012","50",3870.664275,6.233188607,7.787444075,13759.9041,806.0338447,65.18779301,256.6674043,5.805109268,3.611763685,6.696778813,21.39344329,2012-07-19,"2012","KNA111-19_50","KNA111-19_50_2012",50,"SWANSON OIL FIELDS","SWANSON RIVER","Oil Field","Gravel",42,49,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","750 General Industrial","Federal","2","Industrial",-0.921371955967662,-0.690768599508585,-0.230603356459077
"84","KNA111-19","8/17/2011","5",3642.061316,29.41405877,14.783306,14655.30187,5328.259239,267.1879799,310.7501929,20.13193499,4.319401904,38.46178535,36.39557295,2011-08-17,"2011","KNA111-19_5","KNA111-19_5_2011",5,"SWANSON OIL FIELDS","SWANSON RIVER","Oil Field","Gravel",21,31,13," Developed, Open Space ","Developed"," Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large lot single family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes  ","750 General Industrial","Federal","2","Industrial",-0.0534979064844435,0.223013224100769,-0.276511130585212
"85","KNA111-19","8/17/2011","50",3400.811768,8.207475936,9.64573859,3463.273847,559.7204294,39.41554823,339.061908,4.298480753,2.751917169,14.07055519,13.54310524,2011-08-17,"2011","KNA111-19_50","KNA111-19_50_2011",50,"SWANSON OIL FIELDS","SWANSON RIVER","Oil Field","Gravel",42,49,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","750 General Industrial","Federal","2","Industrial",-1.19987739009301,-0.879370457910209,-0.320506932182801
"86","KNA111-9","7/17/2012","5",2603.108307,9.835573064,13.84967289,10236.95814,770.3236491,43.62137171,321.8341763,7.454985497,3.511789626,13.17693653,10.87379614,2012-07-17,"2012","KNA111-9_5","KNA111-9_5_2012",5,"SWANSON OIL FIELDS","SWANSON RIVER","Oil Field","Gravel",42,10,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","750 General Industrial","Federal","2","Industrial",-1.25507127252495,-0.606397241638456,-0.648674030886491
"87","KNA111-9","7/17/2012","50",2459.695319,22.85964077,16.77552669,16925.64127,3212.210301,152.305409,259.451704,13.22139793,6.380518762,40.63288194,30.86051884,2012-07-17,"2012","KNA111-9_50","KNA111-9_50_2012",50,"SWANSON OIL FIELDS","SWANSON RIVER","Oil Field","Gravel",42,36,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","750 General Industrial","Federal","2","Industrial",-0.607284530623129,0.124726202397406,-0.732010733020535
"88","KNA111-9","8/17/2011","5",3226.56326,11.327866,9.318635387,9970.612467,1332.340699,71.99957704,298.8832648,6.486531645,3.850045784,22.87329651,16.96983688,2011-08-17,"2011","KNA111-9_5","KNA111-9_5_2011",5,"SWANSON OIL FIELDS","SWANSON RIVER","Oil Field","Gravel",42,10,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","750 General Industrial","Federal","2","Industrial",-0.820719764229313,-0.468952280888119,-0.351767483341194
"89","KNA111-9","8/17/2011","50",1942.884864,14.03601184,11.30913092,13434.40876,1529.142412,66.424611,137.95945475,7.277195972,4.683358734,30.71067056,18.11626826,2011-08-17,"2011","KNA111-9_50","KNA111-9_50_2011",50,"SWANSON OIL FIELDS","SWANSON RIVER","Oil Field","Gravel",42,36,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","750 General Industrial","Federal","2","Industrial",-1.15249663232451,-0.394984622323077,-0.757512010001438
"90","KNA12","7/11/2012","5",5220.544938,35.06555995,9.103285676,18054.11101,6175.253291,317.531753,468.1474689,24.32045521,7.014385063,51.44254093,84.07762646,2012-07-11,"2012","KNA12_5","KNA12_5_2012",5,"SWANSON RIVER RD","REMOTE","Refuge Road","Gravel",95,34,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","750 General Industrial","Federal","2","Industrial",0.300945428945603,0.493659986161714,-0.192714557216111
"91","KNA12","7/11/2012","50",4083.39084,25.09855958,7.876606075,17881.87422,3419.329025,318.7734086,596.0343111,13.06624049,5.758208321,56.5402787,69.75389998,2012-07-11,"2012","KNA12_50","KNA12_50_2012",50,"SWANSON RIVER RD","REMOTE","Refuge Road","Gravel",43,56,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","750 General Industrial","Federal","2","Industrial",-0.178692388739477,0.364595241518456,-0.543287630257933
"92","KNA12","8/16/2011","5",3604.987146,22.60920328,11.22854213,12338.07224,4421.240706,222.8556576,137.95945475,15.94938017,7.005536613,30.18840504,56.51655077,2011-08-16,"2011","KNA12_5","KNA12_5_2011",5,"SWANSON RIVER RD","REMOTE","Refuge Road","Gravel",95,34,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","750 General Industrial","Federal","2","Industrial",-0.152012067612216,0.0718248781871456,-0.223836945799362
"93","KNA12","8/16/2011","50",3164.669388,13.25365199,8.442896851,10746.79215,1622.482655,352.1755386,137.95945475,6.788548981,4.456540152,33.71487563,26.1827237,2011-08-16,"2011","KNA12_50","KNA12_50_2011",50,"SWANSON RIVER RD","REMOTE","Refuge Road","Gravel",43,56,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","750 General Industrial","Federal","2","Industrial",-0.740414562240123,-0.215701705440308,-0.524712856799815
